Dataset_ID,Batch,Role,Question,Answer,Validator_1,Validator_2,Validator_3,Final_Label,Validation_Agreement
IQ-0179,9,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,,Unresolved,Tie (Validator 3 Missing)
IQ-0180,9,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,,Unresolved,Tie (Validator 3 Missing)
IQ-0181,10,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0182,10,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Weak,Strong,Majority
IQ-0183,10,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Weak,Strong,Weak,Weak,Majority
IQ-0184,10,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0185,10,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Weak,Strong,Majority
IQ-0186,10,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Weak,Average,Weak,Weak,Majority
IQ-0187,10,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0188,10,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Weak,Strong,Majority
IQ-0189,10,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Weak,Average,Weak,Weak,Majority
IQ-0190,10,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0191,10,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0192,10,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Weak,Strong,Weak,Weak,Majority
IQ-0193,10,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0194,10,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Weak,Strong,Majority
IQ-0195,10,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Weak,Strong,Weak,Weak,Majority
IQ-0196,10,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Weak,Average,Strong,Majority
IQ-0197,10,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Weak,Average,Majority
IQ-0198,10,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Weak,Average,Weak,Weak,Majority
IQ-0199,10,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0200,10,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,Weak,Weak,Majority
IQ-0201,11,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Strong,Strong,Majority
IQ-0202,11,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,Average,Average,Majority
IQ-0203,11,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Weak,Strong,Average,Weak,Majority
IQ-0204,11,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0205,11,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Strong,Strong,Majority
IQ-0206,11,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Weak,Strong,Strong,Strong,Majority
IQ-0207,11,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0208,11,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0209,11,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Weak,Average,Strong,Weak,Majority
IQ-0210,11,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0211,11,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Weak,Strong,Weak,Majority
IQ-0212,11,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Weak,Strong,Strong,Strong,Majority
IQ-0213,11,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0214,11,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,Weak,Weak,Majority
IQ-0215,11,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Weak,Average,Average,Average,Majority
IQ-0216,11,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Average,Average,Majority
IQ-0217,11,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Strong,Strong,Majority
IQ-0218,11,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Weak,Average,Strong,Weak,Majority
IQ-0219,11,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0220,11,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Strong,Strong,Majority
IQ-0221,12,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Strong,Strong,Majority
IQ-0222,12,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,Average,Average,Majority
IQ-0223,12,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Weak,Strong,Strong,Strong,Majority
IQ-0224,12,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Strong,Strong,Majority
IQ-0225,12,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,Average,Average,Majority
IQ-0226,12,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Weak,Weak,Strong,Weak,Majority
IQ-0227,12,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Strong,Strong,Majority
IQ-0228,12,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,Strong,Weak,Majority
IQ-0229,12,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Weak,Average,Average,Average,Majority
IQ-0230,12,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0231,12,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Average,Weak,Majority
IQ-0232,12,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Weak,Average,Average,Average,Majority
IQ-0233,12,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Strong,Average,Majority
IQ-0234,12,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,Strong,Weak,Majority
IQ-0235,12,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Weak,Strong,Average,Weak,Majority
IQ-0236,12,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Weak,Average,Majority
IQ-0237,12,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0238,12,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Weak,Average,Average,Average,Majority
IQ-0239,12,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Strong,Average,Majority
IQ-0240,12,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Strong,Strong,Majority
IQ-0241,13,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0242,13,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0243,13,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Average,Weak,Average,Average,Majority
IQ-0244,13,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0245,13,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Average,Weak,Majority
IQ-0246,13,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Average,Weak,Average,Average,Majority
IQ-0247,13,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Average,Strong,Majority
IQ-0248,13,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Weak,Average,Weak,Majority
IQ-0249,13,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Strong,Weak,Average,Strong,Majority
IQ-0250,13,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0251,13,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0252,13,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Average,Average,Average,Average,Unanimous
IQ-0253,13,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0254,13,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0255,13,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Strong,Average,Average,Average,Majority
IQ-0256,13,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Average,Average,Majority
IQ-0257,13,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Weak,Average,Weak,Majority
IQ-0258,13,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Average,Strong,Average,Average,Majority
IQ-0259,13,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0260,13,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0261,14,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Average,Strong,Majority
IQ-0262,14,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0263,14,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Average,Weak,Average,Average,Majority
IQ-0264,14,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Average,Strong,Majority
IQ-0265,14,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Average,Weak,Majority
IQ-0266,14,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Strong,Weak,Average,Strong,Majority
IQ-0267,14,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0268,14,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0269,14,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Strong,Average,Average,Average,Majority
IQ-0270,14,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0271,14,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Weak,Average,Average,Majority
IQ-0272,14,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Strong,Weak,Average,Strong,Majority
IQ-0273,14,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0274,14,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0275,14,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Average,Strong,Average,Average,Majority
IQ-0276,14,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Average,Average,Average,Majority
IQ-0277,14,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Average,Strong,Majority
IQ-0278,14,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Average,Weak,Average,Average,Majority
IQ-0279,14,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0280,14,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Average,Average,Majority
IQ-0281,15,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0282,15,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Weak,Average,Average,Majority
IQ-0283,15,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0284,15,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0285,15,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Average,Average,Average,Majority
IQ-0286,15,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Strong,Strong,Strong,Strong,Unanimous
IQ-0287,15,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Average,Average,Majority
IQ-0288,15,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Weak,Weak,Weak,Majority
IQ-0289,15,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Strong,Weak,Strong,Strong,Majority
IQ-0290,15,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Average,Strong,Majority
IQ-0291,15,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Average,Weak,Majority
IQ-0292,15,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0293,15,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0294,15,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Strong,Strong,Majority
IQ-0295,15,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Average,Average,Weak,Average,Majority
IQ-0296,15,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Strong,Strong,Majority
IQ-0297,15,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0298,15,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Weak,Average,Average,Average,Majority
IQ-0299,15,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Weak,Strong,Strong,Majority
IQ-0300,15,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Weak,Average,Average,Majority
IQ-0301,16,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0302,16,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Strong,Average,Majority
IQ-0303,16,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Strong,Weak,Average,Strong,Majority
IQ-0304,16,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0305,16,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Average,Average,Majority
IQ-0306,16,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0307,16,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Strong,Average,Weak,Majority
IQ-0308,16,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Strong,Average,Majority
IQ-0309,16,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Average,Weak,Strong,Average,Majority
IQ-0310,16,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0311,16,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0312,16,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0313,16,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Weak,Weak,Weak,Majority
IQ-0314,16,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Average,Weak,Majority
IQ-0315,16,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Average,Strong,Strong,Strong,Majority
IQ-0316,16,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0317,16,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0318,16,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Strong,Strong,Average,Strong,Majority
IQ-0319,16,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0320,16,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0321,17,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0322,17,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Average,Average,Majority
IQ-0323,17,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0324,17,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
